datetime,Price
2016-08-15,26.85
2016-08-16,26.96
2016-08-17,26.47
2016-08-18,26.37
2016-08-19,26.28
2016-08-22,26.48
2016-08-23,26.66
2016-08-24,26.56
2016-08-25,26.46
2016-08-26,26.82
2016-08-29,26.35
2016-08-30,26.45
2016-08-31,26.32
2016-09-01,26.35
2016-09-02,26.24
2016-09-05,26.2
2016-09-06,26.33
2016-09-08,26.79
2016-09-09,26.02
2016-09-12,26.04
2016-09-13,26.09
2016-09-14,25.52
2016-09-15,25.58
2016-09-16,25.71
2016-09-19,26.29
2016-09-20,26.38
2016-09-21,26.67
2016-09-22,27.37
2016-09-23,27.39
2016-09-26,27.49
2016-09-27,27.83
2016-09-28,27.93
2016-09-29,29.12
2016-09-30,28.86
2016-10-03,28.82
2016-10-04,28.96
2016-10-05,28.98
2016-10-06,29.06
2016-10-07,29.47
2016-10-10,29.38
2016-10-11,29.46
2016-10-13,29.47
2016-10-14,29.85
2016-10-17,29.97
2016-10-18,30.01
2016-10-19,30.37
2016-10-20,30.5
2016-10-21,30.46
2016-10-24,31.15
2016-10-25,31.68
2016-10-26,31.68
2016-10-27,31.41
2016-10-28,31.1
2016-10-31,31.06
2016-11-01,30.57
2016-11-03,30.08
2016-11-04,30.1
2016-11-07,30.7
2016-11-08,30.57
2016-11-09,30.36
2016-11-10,29.33
2016-11-11,28.37
2016-11-14,28.01
2016-11-16,28.05
2016-11-17,28.0
2016-11-18,28.0
2016-11-21,28.31
2016-11-22,28.25
2016-11-23,27.51
2016-11-24,26.91
2016-11-25,26.96
2016-11-28,27.3
2016-11-29,27.12
2016-11-30,26.96
2016-12-01,26.61
2016-12-02,26.3
2016-12-05,26.25
2016-12-06,26.44
2016-12-07,26.9
2016-12-08,26.48
2016-12-09,26.58
2016-12-12,26.85
2016-12-13,26.96
2016-12-14,26.83
2016-12-15,26.1
2016-12-16,25.97
2016-12-19,25.99
2016-12-20,26.27
2016-12-21,26.42
2016-12-22,26.43
2016-12-23,26.96
2016-12-26,27.03
2016-12-27,27.14
2016-12-28,27.13
2016-12-29,27.26
2017-01-02,27.02
2017-01-03,27.1
2017-01-04,27.18
2017-01-05,27.04
2017-01-06,27.12
2017-01-09,27.28
